,word,occurrences,percentile
1420,功效,146,0.767546640857057
3628,远方,146,0.767546640857057
10669,扬州,146,0.767546640857057
30635,首页,146,0.767546640857057
4648,外出,146,0.767546640857057
7687,唯美,146,0.767546640857057
16238,貌,146,0.767546640857057
2295,人权,146,0.767546640857057
4645,飞飞,146,0.767546640857057
11497,黑黑,146,0.767546640857057
4487,激励,146,0.767546640857057
11276,切切,146,0.767546640857057
6961,百分,146,0.767546640857057
9118,后宫,146,0.767546640857057
5547,剩女,146,0.767546640857057
5914,封建,146,0.767546640857057
9517,十七,146,0.767546640857057
3192,残疾,146,0.767546640857057
21112,愚人,146,0.767546640857057
8894,总得,146,0.767546640857057
12140,礼服,146,0.767546640857057
4218,邮寄,146,0.767546640857057
2330,缓,145,0.7667289657243934
20147,车展,145,0.7667289657243934
3520,天黑,145,0.7667289657243934
14426,火气,145,0.7667289657243934
4972,痛心,145,0.7667289657243934
4273,核桃,145,0.7667289657243934
11706,定期,145,0.7667289657243934
12302,搏,145,0.7667289657243934
9107,南海,145,0.7667289657243934
10073,表弟,145,0.7667289657243934
1427,治愈,145,0.7667289657243934
6649,受苦,145,0.7667289657243934
23129,获奖,145,0.7667289657243934
11981,老夫,145,0.7667289657243934
9956,成人,145,0.7667289657243934
10489,蛙,145,0.7667289657243934
12038,呛,145,0.7667289657243934
12745,烟台,145,0.7667289657243934
12829,肥仔,145,0.7667289657243934
15115,解读,145,0.7667289657243934
15915,刻意,145,0.7667289657243934
10585,代沟,145,0.7667289657243934
9808,拌,145,0.7667289657243934
7233,真真,145,0.7667289657243934
7323,脚趾,144,0.7658278543537029
4675,糯米,144,0.7658278543537029
6282,叠,144,0.7658278543537029
14015,劫,144,0.7658278543537029
16976,剧组,144,0.7658278543537029
10008,拉倒,144,0.7658278543537029
13524,价位,144,0.7658278543537029
6563,农家,144,0.7658278543537029
11351,大都,144,0.7658278543537029
15914,无用,144,0.7658278543537029
17777,身影,144,0.7658278543537029
10119,平面,144,0.7658278543537029
4254,影视,144,0.7658278543537029
7584,月月,144,0.7658278543537029
11125,元旦,144,0.7658278543537029
10740,颁奖,144,0.7658278543537029
25282,墙上,144,0.7658278543537029
14468,色狼,144,0.7658278543537029
3143,薇,144,0.7658278543537029
7068,相公,144,0.7658278543537029
1214,霸王,144,0.7658278543537029
22620,傲娇,144,0.7658278543537029
17548,亲妈,144,0.7658278543537029
12868,天秤座,144,0.7658278543537029
18578,大楼,144,0.7658278543537029
14429,杀死,144,0.7658278543537029
13686,凉爽,144,0.7658278543537029
12639,名词,144,0.7658278543537029
5648,粉嫩,144,0.7658278543537029
3479,收购,144,0.7658278543537029
21516,儿时,143,0.7648933684878017
5222,苍天,143,0.7648933684878017
14984,通道,143,0.7648933684878017
10428,换换,143,0.7648933684878017
14511,班车,143,0.7648933684878017
14982,友好,143,0.7648933684878017
1157,当今,143,0.7648933684878017
17091,拍拍,143,0.7648933684878017
8099,北路,143,0.7648933684878017
8660,满月,143,0.7648933684878017
23030,老爹,143,0.7648933684878017
14068,况且,143,0.7648933684878017
3915,大型,143,0.7648933684878017
4760,名额,143,0.7648933684878017
9816,访谈,143,0.7648933684878017
26953,滨江,143,0.7648933684878017
16514,本钱,143,0.7648933684878017
10818,陈总,143,0.7648933684878017
3844,尺,143,0.7648933684878017
13821,卑,143,0.7648933684878017
14625,提问,143,0.7648933684878017
4652,生动,143,0.7648933684878017
16315,美貌,143,0.7648933684878017
6754,不堪,143,0.7648933684878017
12883,诚信,143,0.7648933684878017
21089,半死,143,0.7648933684878017
1117,一类,142,0.7639755698695058
10185,姐弟,142,0.7639755698695058
10455,陷,142,0.7639755698695058
15339,播放,142,0.7639755698695058
13262,裂,142,0.7639755698695058
10648,忘掉,142,0.7639755698695058
16250,娟,142,0.7639755698695058
13957,走人,142,0.7639755698695058
11756,孽,142,0.7639755698695058
8644,偏激,142,0.7639755698695058
7660,高雅,142,0.7639755698695058
17764,烟花,142,0.7639755698695058
12073,白领,142,0.7639755698695058
10126,心寒,142,0.7639755698695058
6705,总部,142,0.7639755698695058
29337,奴才,142,0.7639755698695058
9676,彦祖,142,0.7639755698695058
3151,白马,142,0.7639755698695058
4989,山里,142,0.7639755698695058
4125,鲁迅,142,0.7639755698695058
9300,气候,142,0.7639755698695058
10262,发作,142,0.7639755698695058
7204,时髦,142,0.7639755698695058
10986,财经,142,0.7639755698695058
3460,词儿,142,0.7639755698695058
6674,链,142,0.7639755698695058
19132,主办,142,0.7639755698695058
12605,卑鄙,142,0.7639755698695058
10450,不值,142,0.7639755698695058
5899,向上,141,0.7630744584988152
6500,枰,141,0.7630744584988152
17583,大红,141,0.7630744584988152
22565,警,141,0.7630744584988152
28581,娘家,141,0.7630744584988152
16139,施主,141,0.7630744584988152
15167,基层,141,0.7630744584988152
13674,指数,141,0.7630744584988152
489,明媚,141,0.7630744584988152
5754,鹏,141,0.7630744584988152
6678,贤,141,0.7630744584988152
5212,墨,141,0.7630744584988152
10689,领证,141,0.7630744584988152
4824,磕,141,0.7630744584988152
5900,什,141,0.7630744584988152
5394,识货,141,0.7630744584988152
20879,糕,141,0.7630744584988152
5819,攻略,141,0.7630744584988152
15241,书包,141,0.7630744584988152
19295,盗,141,0.7630744584988152
6715,恶梦,141,0.7630744584988152
16489,卤,141,0.7630744584988152
17882,虚假,141,0.7630744584988152
14928,吃喝玩乐,141,0.7630744584988152
15674,关爱,141,0.7630744584988152
8143,马屁,140,0.7621065981377032
17320,朵朵,140,0.7621065981377032
21580,名义,140,0.7621065981377032
2060,十字,140,0.7621065981377032
11687,预感,140,0.7621065981377032
9694,层面,140,0.7621065981377032
13953,仓,140,0.7621065981377032
837,不可思议,140,0.7621065981377032
4522,小龙,140,0.7621065981377032
15949,到点,140,0.7621065981377032
6699,罢,140,0.7621065981377032
137,博文,140,0.7621065981377032
17353,整整,140,0.7621065981377032
18317,洒脱,140,0.7621065981377032
6280,派出所,140,0.7621065981377032
4534,普洱,140,0.7621065981377032
8103,献给,140,0.7621065981377032
10441,点钟,140,0.7621065981377032
15652,灰色,140,0.7621065981377032
13542,难找,140,0.7621065981377032
23390,伪装,140,0.7621065981377032
4969,城里,140,0.7621065981377032
15621,超大,140,0.7621065981377032
2298,敢于,140,0.7621065981377032
1133,怕死,140,0.7621065981377032
20204,莲花,140,0.7621065981377032
11287,常见,140,0.7621065981377032
4831,贤妻良母,140,0.7621065981377032
15415,骨子,140,0.7621065981377032
21483,不只,140,0.7621065981377032
18713,试用,140,0.7621065981377032
7030,生长,140,0.7621065981377032
13190,蹂躏,140,0.7621065981377032
11563,清理,139,0.7610719887861697
8467,比比,139,0.7610719887861697
13894,孟,139,0.7610719887861697
16453,老汉,139,0.7610719887861697
12404,顾问,139,0.7610719887861697
13127,考证,139,0.7610719887861697
11979,看透,139,0.7610719887861697
10128,歌唱,139,0.7610719887861697
5658,珊,139,0.7610719887861697
9557,水饺,139,0.7610719887861697
14159,发送,139,0.7610719887861697
17211,底子,139,0.7610719887861697
9794,夕阳,139,0.7610719887861697
17241,说了算,139,0.7610719887861697
14156,油价,139,0.7610719887861697
4020,凡是,139,0.7610719887861697
23001,柳州,139,0.7610719887861697
13396,持有,139,0.7610719887861697
8217,板凳,139,0.7610719887861697
1368,宴,139,0.7610719887861697
14854,室内,139,0.7610719887861697
15102,优质,139,0.7610719887861697
4590,做为,139,0.7610719887861697
19270,年会,139,0.7610719887861697
24175,烤鸭,139,0.7610719887861697
12618,鱼头,139,0.7610719887861697
3220,抬头,139,0.7610719887861697
6388,老李,139,0.7610719887861697
9674,让给,139,0.7610719887861697
1930,心愿,138,0.7598705069585823
15549,催眠,138,0.7598705069585823
3033,吉利,138,0.7598705069585823
3761,糊弄,138,0.7598705069585823
9873,发火,138,0.7598705069585823
15336,征,138,0.7598705069585823
14605,敌,138,0.7598705069585823
28523,包吃,138,0.7598705069585823
19411,奸商,138,0.7598705069585823
21357,团圆,138,0.7598705069585823
19740,中介,138,0.7598705069585823
20230,私下,138,0.7598705069585823
2061,逢,138,0.7598705069585823
19883,巾,138,0.7598705069585823
19879,客串,138,0.7598705069585823
19730,甘心,138,0.7598705069585823
12911,之内,138,0.7598705069585823
4324,一针见血,138,0.7598705069585823
22919,立即,138,0.7598705069585823
18305,发起,138,0.7598705069585823
3032,席,138,0.7598705069585823
11848,帅帅,138,0.7598705069585823
16244,畸形,138,0.7598705069585823
7931,导师,138,0.7598705069585823
7280,桌上,138,0.7598705069585823
12476,饥渴,138,0.7598705069585823
7556,白眼,138,0.7598705069585823
5813,亲身,138,0.7598705069585823
7458,绍兴,138,0.7598705069585823
7456,热线,138,0.7598705069585823
7804,利比亚,138,0.7598705069585823
4588,薛,138,0.7598705069585823
14499,露露,138,0.7598705069585823
7215,这块,138,0.7598705069585823
11087,险,138,0.7598705069585823
10382,低头,138,0.7598705069585823
14428,强盗,138,0.7598705069585823
2123,贵族,138,0.7598705069585823
12968,素食,138,0.7598705069585823
5963,博爱,138,0.7598705069585823
10064,意志,138,0.7598705069585823
13900,涩,138,0.7598705069585823
7618,不灵,138,0.7598705069585823
19976,发话,137,0.758585588892968
6150,岗,137,0.758585588892968
16843,表明,137,0.758585588892968
13564,笼,137,0.758585588892968
8181,布置,137,0.758585588892968
13087,标签,137,0.758585588892968
16171,迷失,137,0.758585588892968
16278,高温,137,0.758585588892968
4653,简称,137,0.758585588892968
1031,摆明,137,0.758585588892968
19205,吸烟,137,0.758585588892968
17025,川菜,137,0.758585588892968
11580,倍儿,137,0.758585588892968
12171,老太,137,0.758585588892968
8004,正点,137,0.758585588892968
5169,嗷,137,0.758585588892968
3694,工业,137,0.758585588892968
7103,九江,137,0.758585588892968
8829,太子,137,0.758585588892968
19420,失散,137,0.758585588892968
10297,结尾,137,0.758585588892968
7338,热量,137,0.758585588892968
6977,缩,137,0.758585588892968
7479,娘子,137,0.758585588892968
14023,定点,137,0.758585588892968
12100,大笑,137,0.758585588892968
13793,马赛克,137,0.758585588892968
14363,出没,137,0.758585588892968
8098,下厨,137,0.758585588892968
3449,阿里,137,0.758585588892968
11599,挂科,137,0.758585588892968
27913,丰,137,0.758585588892968
10533,喜糖,137,0.758585588892968
10076,满脸,137,0.758585588892968
12528,泡沫,136,0.7576344157794613
14995,越发,136,0.7576344157794613
14946,妮子,136,0.7576344157794613
14211,向日葵,136,0.7576344157794613
10541,形状,136,0.7576344157794613
15448,障碍,136,0.7576344157794613
3267,出动,136,0.7576344157794613
5590,守护,136,0.7576344157794613
10702,方位,136,0.7576344157794613
1847,浦,136,0.7576344157794613
12106,支撑,136,0.7576344157794613
3435,上涨,136,0.7576344157794613
18558,矿泉,136,0.7576344157794613
11629,档期,136,0.7576344157794613
19617,按时,136,0.7576344157794613
8762,露脸,136,0.7576344157794613
12779,写字,136,0.7576344157794613
3846,猜中,136,0.7576344157794613
2526,润,136,0.7576344157794613
7315,从头,136,0.7576344157794613
7551,带头,136,0.7576344157794613
9575,代码,136,0.7576344157794613
7672,脆,136,0.7576344157794613
20171,赔钱,135,0.7568334278944031
18662,环球,135,0.7568334278944031
14919,倒贴,135,0.7568334278944031
20081,景点,135,0.7568334278944031
10020,宁静,135,0.7568334278944031
15997,韩庚,135,0.7568334278944031
11537,专利,135,0.7568334278944031
5809,新手,135,0.7568334278944031
568,耗,135,0.7568334278944031
3554,嗷嗷,135,0.7568334278944031
16370,抓起,135,0.7568334278944031
3897,积分,135,0.7568334278944031
361,鬼混,135,0.7568334278944031
2168,职位,135,0.7568334278944031
9106,鲜花,135,0.7568334278944031
2081,贾,135,0.7568334278944031
16035,不咋地,135,0.7568334278944031
3000,挖掘,135,0.7568334278944031
21031,公告,135,0.7568334278944031
16229,辜负,135,0.7568334278944031
3673,奥运,135,0.7568334278944031
4135,自虐,135,0.7568334278944031
12480,线路,135,0.7568334278944031
5640,屋头,135,0.7568334278944031
12339,定制,135,0.7568334278944031
11856,泄露,134,0.7558488802856856
18861,洲,134,0.7558488802856856
9125,去世,134,0.7558488802856856
9514,弱势,134,0.7558488802856856
7796,糖水,134,0.7558488802856856
19115,降价,134,0.7558488802856856
2245,策,134,0.7558488802856856
4044,搂,134,0.7558488802856856
22063,胡同,134,0.7558488802856856
22248,莫过于,134,0.7558488802856856
6418,竖,134,0.7558488802856856
14935,不留,134,0.7558488802856856
9073,景区,134,0.7558488802856856
11282,悬念,134,0.7558488802856856
19762,班上,134,0.7558488802856856
6797,两百,134,0.7558488802856856
8734,神圣,134,0.7558488802856856
10182,流水,134,0.7558488802856856
7861,消气,134,0.7558488802856856
8123,饮酒,134,0.7558488802856856
14065,夜景,134,0.7558488802856856
6353,自已,134,0.7558488802856856
11168,性情,134,0.7558488802856856
5948,势,134,0.7558488802856856
13451,故乡,134,0.7558488802856856
4729,安安,134,0.7558488802856856
8296,大运会,134,0.7558488802856856
13164,贱货,134,0.7558488802856856
13657,斗士,134,0.7558488802856856
16614,倒闭,134,0.7558488802856856
9157,恭维,134,0.7558488802856856
531,燃烧,134,0.7558488802856856
21135,老张,134,0.7558488802856856
16534,抢走,134,0.7558488802856856
115,奸,133,0.7546140239628876
8514,放肆,133,0.7546140239628876
15604,无需,133,0.7546140239628876
10453,叛徒,133,0.7546140239628876
3140,出头,133,0.7546140239628876
9449,运行,133,0.7546140239628876
5826,行走,133,0.7546140239628876
22725,空中,133,0.7546140239628876
9352,考上,133,0.7546140239628876
5584,的姐,133,0.7546140239628876
14667,瘦身,133,0.7546140239628876
10220,会所,133,0.7546140239628876
18202,鼻炎,133,0.7546140239628876
16979,走开,133,0.7546140239628876
17837,指示,133,0.7546140239628876
12204,算数,133,0.7546140239628876
17895,伸,133,0.7546140239628876
18330,嚟,133,0.7546140239628876
22718,签售,133,0.7546140239628876
7147,辫子,133,0.7546140239628876
8688,场所,133,0.7546140239628876
13467,白兔,133,0.7546140239628876
13898,沙漠,133,0.7546140239628876
10125,亲眼,133,0.7546140239628876
2623,国宝,133,0.7546140239628876
2692,尽兴,133,0.7546140239628876
3806,英俊,133,0.7546140239628876
7227,看不惯,133,0.7546140239628876
11742,尼姑,133,0.7546140239628876
5791,炉,133,0.7546140239628876
9285,符号,133,0.7546140239628876
16206,军事,133,0.7546140239628876
7714,坑人,133,0.7546140239628876
12005,房东,133,0.7546140239628876
5239,陪同,133,0.7546140239628876
5626,法治,133,0.7546140239628876
13130,师大,133,0.7546140239628876
3563,金山,133,0.7546140239628876
15112,霞,133,0.7546140239628876
18190,多余,133,0.7546140239628876
10281,停机,132,0.7532790441544571
14523,元素,132,0.7532790441544571
10726,键,132,0.7532790441544571
9112,南山,132,0.7532790441544571
9180,睿,132,0.7532790441544571
18198,找回,132,0.7532790441544571
9598,起点,132,0.7532790441544571
8852,韭菜,132,0.7532790441544571
2299,揭露,132,0.7532790441544571
8139,久久,132,0.7532790441544571
11608,神似,132,0.7532790441544571
5223,掩盖,132,0.7532790441544571
11205,顺风,132,0.7532790441544571
14561,古城,132,0.7532790441544571
8987,百货,132,0.7532790441544571
8867,录制,132,0.7532790441544571
10780,颓废,132,0.7532790441544571
5824,方言,132,0.7532790441544571
15679,完善,132,0.7532790441544571
19065,迟钝,132,0.7532790441544571
14014,处男,132,0.7532790441544571
3261,杨幂,132,0.7532790441544571
13515,刷卡,132,0.7532790441544571
10530,棉花,132,0.7532790441544571
10705,脚丫,132,0.7532790441544571
20155,乱叫,132,0.7532790441544571
6119,见鬼,132,0.7532790441544571
7212,型号,132,0.7532790441544571
12709,便是,132,0.7532790441544571
17688,最少,132,0.7532790441544571
20266,哋,132,0.7532790441544571
272,实体,132,0.7532790441544571
6931,鱿鱼,132,0.7532790441544571
20256,眼花,132,0.7532790441544571
19176,协调,132,0.7532790441544571
5980,生死,132,0.7532790441544571
14856,诽谤,132,0.7532790441544571
1415,夫妇,132,0.7532790441544571
6941,小名,132,0.7532790441544571
5462,组成,132,0.7532790441544571
4769,假如,131,0.7520108133364483
25539,豆子,131,0.7520108133364483
6403,告白,131,0.7520108133364483
8334,火箭,131,0.7520108133364483
11571,魔术,131,0.7520108133364483
6087,视察,131,0.7520108133364483
24237,框,131,0.7520108133364483
22194,杨梅,131,0.7520108133364483
18281,共和,131,0.7520108133364483
10389,大作,131,0.7520108133364483
2880,出品,131,0.7520108133364483
7224,上头,131,0.7520108133364483
6234,蕾丝,131,0.7520108133364483
23116,保镖,131,0.7520108133364483
14236,肖像,131,0.7520108133364483
11958,护肤,131,0.7520108133364483
18960,嘴唇,131,0.7520108133364483
25189,必定,131,0.7520108133364483
21286,一方,131,0.7520108133364483
21994,理念,131,0.7520108133364483
14398,窗口,131,0.7520108133364483
171,三星,131,0.7520108133364483
2710,邱,131,0.7520108133364483
4511,敢情,131,0.7520108133364483
20960,京东,131,0.7520108133364483
18731,官僚,131,0.7520108133364483
14052,柏芝,131,0.7520108133364483
15047,筹备,131,0.7520108133364483
5391,深处,131,0.7520108133364483
13680,配置,131,0.7520108133364483
16508,从事,131,0.7520108133364483
8000,终点,131,0.7520108133364483
9102,主编,131,0.7520108133364483
8048,探班,131,0.7520108133364483
10678,免疫,131,0.7520108133364483
14221,一天天,131,0.7520108133364483
4544,陶,130,0.7508427060040717
11424,实质,130,0.7508427060040717
17967,隆重,130,0.7508427060040717
5254,锦,130,0.7508427060040717
20011,情商,130,0.7508427060040717
3965,卖国,130,0.7508427060040717
10447,连着,130,0.7508427060040717
10534,简历,130,0.7508427060040717
20996,主场,130,0.7508427060040717
6911,理工,130,0.7508427060040717
14771,嘟嘟,130,0.7508427060040717
12012,亲手,130,0.7508427060040717
12157,金属,130,0.7508427060040717
8809,排除,130,0.7508427060040717
4737,昨,130,0.7508427060040717
5086,细腻,130,0.7508427060040717
1196,觉觉,130,0.7508427060040717
6412,卅,130,0.7508427060040717
3480,交钱,130,0.7508427060040717
7890,能耐,130,0.7508427060040717
24394,昌,130,0.7508427060040717
3055,进水,130,0.7508427060040717
17685,皮皮,130,0.7508427060040717
2777,一般见识,130,0.7508427060040717
22365,术,130,0.7508427060040717
14352,冒险,130,0.7508427060040717
6530,细细,130,0.7508427060040717
26091,负面,130,0.7508427060040717
4945,灾,130,0.7508427060040717
9233,风云,130,0.7508427060040717
18370,纯净,130,0.7508427060040717
8645,热血,130,0.7508427060040717
9704,新城,130,0.7508427060040717
18260,飘飘,130,0.7508427060040717
6393,海水,129,0.7497914094049327
12782,熊熊,129,0.7497914094049327
1973,众人,129,0.7497914094049327
9837,赏月,129,0.7497914094049327
10070,老马,129,0.7497914094049327
17956,撒谎,129,0.7497914094049327
7396,奔放,129,0.7497914094049327
12869,大碗,129,0.7497914094049327
11772,大风,129,0.7497914094049327
16948,十大,129,0.7497914094049327
12930,留恋,129,0.7497914094049327
17049,长高,129,0.7497914094049327
23643,隐,129,0.7497914094049327
10825,内伤,129,0.7497914094049327
16926,旗,129,0.7497914094049327
8046,尸体,129,0.7497914094049327
7790,假货,129,0.7497914094049327
9052,口头,129,0.7497914094049327
8934,撞死,129,0.7497914094049327
10840,木头,129,0.7497914094049327
10808,颠倒,129,0.7497914094049327
11536,闭关,129,0.7497914094049327
2995,见解,129,0.7497914094049327
3074,乘客,129,0.7497914094049327
7516,不论,129,0.7497914094049327
2589,新欢,129,0.7497914094049327
15828,长途,129,0.7497914094049327
9669,雀,129,0.7497914094049327
13203,注重,129,0.7497914094049327
15026,痴情,128,0.7486399893201615
2956,尽头,128,0.7486399893201615
9287,高点,128,0.7486399893201615
596,泡菜,128,0.7486399893201615
11503,悲凉,128,0.7486399893201615
9167,午觉,128,0.7486399893201615
11008,毕,128,0.7486399893201615
10306,砸死,128,0.7486399893201615
19524,雯,128,0.7486399893201615
10219,打造,128,0.7486399893201615
13357,烧饼,128,0.7486399893201615
7542,同病相怜,128,0.7486399893201615
15299,缓解,128,0.7486399893201615
10243,专场,128,0.7486399893201615
11923,掩,128,0.7486399893201615
15431,口音,128,0.7486399893201615
13561,泉,128,0.7486399893201615
9497,陆续,128,0.7486399893201615
5555,语录,128,0.7486399893201615
8714,传递,128,0.7486399893201615
6244,出路,128,0.7486399893201615
19549,过多,128,0.7486399893201615
9432,满嘴,128,0.7486399893201615
13428,应当,128,0.7486399893201615
20605,盼望,128,0.7486399893201615
8153,国航,128,0.7486399893201615
11169,喜好,128,0.7486399893201615
15571,愧疚,128,0.7486399893201615
13416,八十,128,0.7486399893201615
8870,睁眼,128,0.7486399893201615
6121,出街,128,0.7486399893201615
9915,聪,128,0.7486399893201615
13219,甜美,128,0.7486399893201615
15981,担,128,0.7486399893201615
9023,唉呀,128,0.7486399893201615
20411,困惑,128,0.7486399893201615
5508,矣,128,0.7486399893201615
18788,希腊,128,0.7486399893201615
4233,存心,128,0.7486399893201615
18730,团体,128,0.7486399893201615
28661,执,127,0.7472716350165204
30714,口碑,127,0.7472716350165204
21712,长袖,127,0.7472716350165204
9790,红尘,127,0.7472716350165204
8497,财神,127,0.7472716350165204
18882,批判,127,0.7472716350165204
15788,犯法,127,0.7472716350165204
8871,燥,127,0.7472716350165204
15852,为此,127,0.7472716350165204
2478,大炮,127,0.7472716350165204
12412,附,127,0.7472716350165204
7473,懒人,127,0.7472716350165204
7128,特写,127,0.7472716350165204
7581,地域,127,0.7472716350165204
15967,五百,127,0.7472716350165204
9416,九寨,127,0.7472716350165204
3211,新品,127,0.7472716350165204
14046,过份,127,0.7472716350165204
15111,闪亮,127,0.7472716350165204
17908,车厢,127,0.7472716350165204
16188,奶牛,127,0.7472716350165204
3085,用词,127,0.7472716350165204
6660,瞪,127,0.7472716350165204
4034,武林,127,0.7472716350165204
9628,恶魔,127,0.7472716350165204
14829,基督,127,0.7472716350165204
24290,牙膏,127,0.7472716350165204
20186,发货,127,0.7472716350165204
23778,斌,127,0.7472716350165204
12891,大哭,127,0.7472716350165204
15016,要人,127,0.7472716350165204
13489,像素,127,0.7472716350165204
20399,看似,127,0.7472716350165204
9699,太平洋,127,0.7472716350165204
12108,将就,127,0.7472716350165204
5089,带领,127,0.7472716350165204
3043,补贴,127,0.7472716350165204
11095,阿妹,127,0.7472716350165204
5556,母爱,127,0.7472716350165204
17993,洗脚,127,0.7472716350165204
20214,原版,127,0.7472716350165204
4555,小二,127,0.7472716350165204
8341,茫然,126,0.7459533424556953
11682,专卖,126,0.7459533424556953
12393,另类,126,0.7459533424556953
6146,嫖,126,0.7459533424556953
16082,情怀,126,0.7459533424556953
8830,睬,126,0.7459533424556953
13457,泰迪,126,0.7459533424556953
4632,露点,126,0.7459533424556953
6597,恨死,126,0.7459533424556953
7265,日报,126,0.7459533424556953
8633,燕姿,126,0.7459533424556953
20164,过头,126,0.7459533424556953
6830,有机,126,0.7459533424556953
3963,教会,126,0.7459533424556953
5833,延续,126,0.7459533424556953
11609,模范,126,0.7459533424556953
13301,投胎,126,0.7459533424556953
8997,周岁,126,0.7459533424556953
15586,不曾,126,0.7459533424556953
15275,法师,126,0.7459533424556953
24521,隐身,126,0.7459533424556953
12488,煎饼,126,0.7459533424556953
3322,超风,126,0.7459533424556953
2769,枝,126,0.7459533424556953
16392,东南,126,0.7459533424556953
16155,好汉,126,0.7459533424556953
8849,懵,126,0.7459533424556953
131,上场,126,0.7459533424556953
29133,内在,126,0.7459533424556953
14939,棉袄,126,0.7459533424556953
16517,专制,126,0.7459533424556953
9990,严谨,126,0.7459533424556953
11369,旭,126,0.7459533424556953
2884,加工,126,0.7459533424556953
19984,腾,126,0.7459533424556953
28905,北极,126,0.7459533424556953
11701,听懂,126,0.7459533424556953
8266,西南,125,0.7446016753996596
7593,姚明,125,0.7446016753996596
11865,艰辛,125,0.7446016753996596
17276,小声,125,0.7446016753996596
1877,讨好,125,0.7446016753996596
5168,游客,125,0.7446016753996596
4179,商人,125,0.7446016753996596
15465,应聘,125,0.7446016753996596
20846,小段,125,0.7446016753996596
25155,原著,125,0.7446016753996596
6661,拜访,125,0.7446016753996596
12820,单挑,125,0.7446016753996596
8354,擦擦,125,0.7446016753996596
3498,假日,125,0.7446016753996596
1336,辈,125,0.7446016753996596
1301,带劲,125,0.7446016753996596
3050,几千,125,0.7446016753996596
866,袋子,125,0.7446016753996596
4026,大四,125,0.7446016753996596
19731,付钱,125,0.7446016753996596
11337,主力,125,0.7446016753996596
19142,永不,125,0.7446016753996596
3724,大款,125,0.7446016753996596
15130,霍,125,0.7446016753996596
12159,养老,125,0.7446016753996596
14189,空空,125,0.7446016753996596
12117,夺冠,125,0.7446016753996596
16991,不合,125,0.7446016753996596
3851,气球,125,0.7446016753996596
2837,柚子,125,0.7446016753996596
18834,地瓜,125,0.7446016753996596
10059,一同,125,0.7446016753996596
18294,做主,125,0.7446016753996596
11505,出面,125,0.7446016753996596
13924,手势,125,0.7446016753996596
931,佛教,125,0.7446016753996596
9520,三轮,125,0.7446016753996596
15450,舟山,125,0.7446016753996596
2987,到货,125,0.7446016753996596
4153,情歌,125,0.7446016753996596
14685,郊区,125,0.7446016753996596
9710,饮茶,125,0.7446016753996596
16923,杂种,125,0.7446016753996596
5275,网店,125,0.7446016753996596
15930,受益,124,0.7430998231151754
23005,古人,124,0.7430998231151754
3165,指定,124,0.7430998231151754
12588,走出,124,0.7430998231151754
16046,善待,124,0.7430998231151754
8510,竹,124,0.7430998231151754
4291,助,124,0.7430998231151754
18308,要点,124,0.7430998231151754
1327,动感,124,0.7430998231151754
10685,体系,124,0.7430998231151754
18732,清洁,124,0.7430998231151754
24395,逆,124,0.7430998231151754
9715,开开,124,0.7430998231151754
14143,推动,124,0.7430998231151754
12182,菲菲,124,0.7430998231151754
6498,伤疤,124,0.7430998231151754
17553,前来,124,0.7430998231151754
13808,匆匆,124,0.7430998231151754
18677,番薯,124,0.7430998231151754
20942,亲密,124,0.7430998231151754
13972,奢华,124,0.7430998231151754
19107,庸俗,124,0.7430998231151754
9865,即便,124,0.7430998231151754
6862,积,124,0.7430998231151754
22527,颜,124,0.7430998231151754
16630,帐,124,0.7430998231151754
4995,颠覆,124,0.7430998231151754
12323,彩排,124,0.7430998231151754
17859,帮主,124,0.7430998231151754
15560,快餐,124,0.7430998231151754
19486,字母,124,0.7430998231151754
6068,打动,124,0.7430998231151754
10013,瑞,124,0.7430998231151754
6076,敬,124,0.7430998231151754
12672,强拆,124,0.7430998231151754
8540,召集,124,0.7430998231151754
11072,饭菜,124,0.7430998231151754
17893,避,124,0.7430998231151754
5111,红人,124,0.7430998231151754
14743,架势,124,0.7430998231151754
8304,就业,124,0.7430998231151754
14671,小点,124,0.7430998231151754
7345,征服,124,0.7430998231151754
12463,要得,124,0.7430998231151754
6080,优先,124,0.7430998231151754
9604,安好,124,0.7430998231151754
12534,维持,123,0.7414811600974536
20740,面积,123,0.7414811600974536
3252,灵异,123,0.7414811600974536
8149,跟风,123,0.7414811600974536
6523,上个月,123,0.7414811600974536
7466,舱,123,0.7414811600974536
9546,刘翔,123,0.7414811600974536
17286,闪光,123,0.7414811600974536
1906,演绎,123,0.7414811600974536
11684,高大,123,0.7414811600974536
9932,检验,123,0.7414811600974536
13046,徒步,123,0.7414811600974536
13131,社团,123,0.7414811600974536
2392,天河,123,0.7414811600974536
3142,怪物,123,0.7414811600974536
4327,鼠标,123,0.7414811600974536
12927,耶耶,123,0.7414811600974536
12164,今生,123,0.7414811600974536
10394,锡,123,0.7414811600974536
6858,雷同,123,0.7414811600974536
20364,妓女,123,0.7414811600974536
9276,鸡皮疙瘩,123,0.7414811600974536
8462,达成,123,0.7414811600974536
11889,享,123,0.7414811600974536
19424,紫薇,123,0.7414811600974536
11101,伤痛,123,0.7414811600974536
16044,贩子,123,0.7414811600974536
9135,巴士,123,0.7414811600974536
13958,后边,123,0.7414811600974536
9350,措施,123,0.7414811600974536
22773,妮,123,0.7414811600974536
3268,猛男,123,0.7414811600974536
16118,韵,123,0.7414811600974536
